
kreis_id;kreis_name;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag
;;31.12.2020;31.12.2021;31.12.2022;31.12.2023;31.12.2024
14511;Chemnitz, kreisfreie Stadt;244401;243105;242896;245150;245618
14521;Erzgebirgskreis;331917;328695;324070;322179;318394
14522;Mittelsachsen, Landkreis;301474;299329;297991;297766;296431
14523;Vogtlandkreis;223905;221376;221783;221088;219100
14524;Zwickau, Landkreis;312033;309621;310532;309866;306793
14612;Dresden, kreisfreie Stadt;556227;555351;559986;563019;564904
14625;Bautzen, Landkreis;298010;296290;295917;294746;292608
14626;G�rlitz, Landkreis;250558;248273;246989;245867;243958
14627;Mei�en, Landkreis;240371;239344;240519;240368;239221
14628;S�chsische Schweiz-Osterzgebirge, Landkreis;244722;244009;245313;245143;243996
14713;Leipzig, kreisfreie Stadt;597493;601866;603578;608013;611850
14729;Leipzig, Landkreis;258386;258214;259568;260706;260127
14730;Nordsachsen, Landkreis;197444;197529;200825;200778;199422
15001;Dessau-Ro�lau, kreisfreie Stadt;79354;78731;76042;76062;75402
15002;Halle (Saale), kreisfreie Stadt;237865;238061;227416;227639;226767
15003;Magdeburg, kreisfreie Stadt;235775;236188;241753;242491;244329
15081;Altmarkkreis Salzwedel;82687;81986;81369;80780;79980
15082;Anhalt-Bitterfeld, Landkreis;157217;155900;154366;153801;153035
15083;B�rde, Landkreis;170567;170106;168952;168593;167924
15084;Burgenlandkreis;177590;176333;175180;175217;173684
15085;Harz, Landkreis;210975;209117;208634;207134;205484
15086;Jerichower Land, Landkreis;89403;89118;89033;88695;88509
15087;Mansfeld-S�dharz, Landkreis;133690;132317;131107;130162;129029
15088;Saalekreis;183434;182814;182390;182677;182451
15089;Salzlandkreis;187457;185495;183727;182296;180771
15090;Stendal, Landkreis;110485;109746;107462;106793;106538
15091;Wittenberg, Landkreis;124185;123341;122808;122230;121694
15101;Dessau, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-
15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);-;-;-;-;-
15153;Bernburg, Landkreis (bis 30.06.2007);-;-;-;-;-
15154;Bitterfeld, Landkreis (bis 30.06.2007);-;-;-;-;-
15159;K�then, Landkreis (bis 30.06.2007);-;-;-;-;-
15171;Wittenberg, Landkreis (bis 30.06.2007);-;-;-;-;-
15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-
15256;Burgenlandkreis (bis 30.06.2007);-;-;-;-;-
15260;Mansfelder Land, Landkreis (bis 30.06.2007);-;-;-;-;-
15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);-;-;-;-;-
15265;Saalkreis (bis 30.06.2007);-;-;-;-;-
15266;Sangerhausen, Landkreis (bis 30.06.2007);-;-;-;-;-
15268;Wei�enfels, Landkreis (bis 30.06.2007);-;-;-;-;-
15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-
15352;Aschersleben-Sta�furt, Landkreis (bis 30.06.2007);-;-;-;-;-
15355;B�rdekreis (bis 30.06.2007);-;-;-;-;-
15357;Halberstadt, Landkreis (bis 30.06.2007);-;-;-;-;-
15358;Jerichower Land, Landkreis (bis 30.06.2007);-;-;-;-;-
15362;Ohrekreis (bis 30.06.2007);-;-;-;-;-
15363;Stendal, Landkreis (bis 30.06.2007);-;-;-;-;-
15364;Quedlinburg, Landkreis (bis 30.06.2007);-;-;-;-;-
15367;Sch�nebeck, Landkreis (bis 30.06.2007);-;-;-;-;-
15369;Wernigerode, Landkreis (bis 30.06.2007);-;-;-;-;-
15370;Altmarkkreis Salzwedel (bis 30.06.2007);-;-;-;-;-
16051;Erfurt, kreisfreie Stadt;213692;213227;218769;219549;218793
16052;Gera, kreisfreie Stadt;92126;91368;94454;95695;95608
16053;Jena, kreisfreie Stadt;110731;110502;110470;110076;109725
16054;Suhl, kreisfreie Stadt;36395;36054;36325;36307;34685
16055;Weimar, kreisfreie Stadt;65098;65138;65507;65528;65954
16056;Eisenach, kreisfreie Stadt (bis 30.06.2021);41970;-;-;-;-
16061;Eichsfeld, Landkreis;99463;99324;99358;102699;103694
16062;Nordhausen, Landkreis;82456;81687;81811;81502;80762
16063;Wartburgkreis;117967;158900;156566;156334;154957
16064;Unstrut-Hainich-Kreis;101698;101269;100435;96458;94613
16065;Kyffh�userkreis;73522;72964;73022;72556;71738
16066;Schmalkalden-Meiningen, Landkreis;124241;123404;121791;121151;120214
16067;Gotha, Landkreis;134563;133825;137321;136933;135838
16068;S�mmerda, Landkreis;69107;68717;68325;68109;67693
16069;Hildburghausen, Landkreis;62656;62089;61271;60691;59987
16070;Ilm-Kreis;105606;105367;106975;107002;106657
16071;Weimarer Land, Landkreis;82291;82103;83148;82868;82392
16072;Sonneberg, Landkreis;57044;56504;56412;55959;54964
16073;Saalfeld-Rudolstadt, Landkreis;102139;100969;101556;101111;100105
16074;Saale-Holzland-Kreis;82816;82513;83595;84040;83342
16075;Saale-Orla-Kreis;79632;79030;78404;77859;77341
16076;Greiz, Landkreis;96668;96102;95281;94488;93707
16077;Altenburger Land, Landkreis;88356;87807;88034;87955;87508
__________
"Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.
Ab 2022: Ergebnisse auf Grundlage des Zensus 2022."
� Statistisches Bundesamt (Destatis), 2025
Stand: 20.06.2025 / 18:12:33
