stichtag;kreis_id;kreis_name_x;pkw_benzin;pkw_diesel;pkw_gas;pkw_elektrisch;pkw_hybrid;pkw_plugin;pkw_sonstige;pkw_gesamt;jahr;e_auto_quote;kreis_name_y;bev_total;Arbeitnehmerentgelt_insgesamt_Anteil_am_Land_in;Arbeitnehmerentgelt_Land_und_Forstwirtschaft_Fischerei_in_Mio_EUR;Arbeitnehmerentgelt_Produzierendes_Gewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Verarbeitendes_Gewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Baugewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Dienstleistungsbereiche_in_Mio_EUR;Arbeitnehmerentgelt_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_EUR;Arbeitnehmerentgelt_Handel_Verkehr_und_Lagerei_Gastgewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Information_und_Kommunikation_in_Mio_EUR;Arbeitnehmerentgelt_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_Mio_EUR;Arbeitnehmerentgelt_Finanz_Versicherungsdienstleistungen_in_Mio_EUR;Arbeitnehmerentgelt_Grundstuecks_und_Wohnungswesen_in_Mio_EUR;Arbeitnehmerentgelt_Unternehmensdienstleistungen_in_Mio_EUR;Arbeitnehmerentgelt_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_EUR;Arbeitnehmerentgelt_Oeffentliche_Dienstleistungen_Erziehung_Gesundheit_in_Mio_EUR;Arbeitnehmerentgelt_Sonstige_Dienstleistungen_in_Mio_EUR;Bruttoloehne_und_gehaelter_insgesamt_in_Mio_EUR;Bruttoloehne_und_gehaelter_insgesamt_Veraenderung_gegenueber_dem_Vorjahr_in;Bruttoloehne_und_gehaelter_insgesamt_Anteil_am_Land_in;Bruttoloehne_und_gehaelter_Land_und_Forstwirtschaft_Fischerei_in_Mio_EUR;Bruttoloehne_und_gehaelter_Produzierendes_Gewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Verarbeitendes_Gewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Baugewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Dienstleistungsbereiche_in_Mio_EUR;Bruttoloehne_und_gehaelter_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_EUR;Bruttoloehne_und_gehaelter_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_Mio_EUR;Bruttoloehne_und_gehaelter_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_EUR;Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Land_und_Forstwirtschaft_Fischerei_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_ohne_Baugewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Verarbeitendes_Gewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Baugewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Dienstleistungsbereiche_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_1000_Personen;Arbeitnehmerentgelt_je_Arbeitnehmerin_bzw_Arbeitnehmer_insgesamt_in_EUR;Bruttoloehne_und_gehaelter_je_Arbeitnehmerin_bzw_Arbeitnehmer_insgesamt_in_EUR;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Land_und_Forstwirtschaft_Fischerei_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Verarbeitendes_Gewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Baugewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Dienstleistungsbereiche_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_6_4_2_Finanz_Versicherungs_und_Unternehmensdienstleister_Grundstuecks_u_Wohnungswesen_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_Arbeitsstunden;Arbeitnehmerentgelt_je_Arbeitsstunde_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_EUR;Bruttoloehne_und_gehaelter_je_Arbeitsstunde_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_EUR;entgelt_gesamt_mio;lohn_gesamt_mio;entgelt_pro_arb;lohn_pro_arb;entgelt_pro_stunde;lohn_pro_stunde;anteil_dl_besch;anteil_pg_besch;anteil_vg_besch;arbeitsstunden_pro_arb;lohn_wachstum;pkw_pro_1000;anteil_18_35;anteil_65_plus
01.01.2023;09277;Rottal-Inn, Landkreis;49119.0;31463.0;424.0;1613.0;2109.0;994.0;20.0;85742.0;2023;0.018812250705605188;Rottal-Inn, Landkreis;120475.0;0.6;16.0;830.0;549.0;499.0;281.0;;486.0;;;373.0;;;;648.0;;;;7.4;0.6;13.0;693.0;456.0;416.0;237.0;;415.0;307.0;522.0;52.1;0.8;17.1;11.5;10.7;5.7;34.3;13.0;5.7;15.6;;;64.3;0.9;23.3;15.1;14.1;8.2;40.2;15.8;7.1;17.2;36.55;30.3;;;;;36.55;30.3;0.6583493282149712;0.32821497120921306;0.20537428023032628;1.2341650671785027;7.4;711.6995227225566;0.18679303219167281;0.23380665078798643
01.01.2023;09278;Straubing-Bogen, Landkreis;40779.0;26314.0;395.0;1395.0;1613.0;693.0;7.0;71196.0;2023;0.019593797404348558;Straubing-Bogen, Landkreis;103329.0;0.4;24.0;757.0;562.0;548.0;195.0;864.0;221.0;;;162.0;;;;481.0;;;;8.4;0.4;20.0;633.0;468.0;457.0;165.0;705.0;188.0;135.0;382.0;36.7;1.0;15.5;11.6;11.3;3.9;20.2;6.3;2.7;11.2;;;45.7;1.2;21.2;15.6;15.3;5.6;23.3;7.5;3.4;12.4;35.99;29.72;1645.0;1358.0;44822.88828337874;37002.72479564032;35.99;29.72;0.550408719346049;0.42234332425068116;0.3079019073569482;1.2452316076294279;8.4;689.0224428766368;0.1793849050378005;0.2163604778680331
01.01.2023;09279;Dingolfing-Landau, Landkreis;38413.0;27747.0;380.0;1529.0;2392.0;903.0;4.0;71368.0;2023;0.021424167694204684;Dingolfing-Landau, Landkreis;100727.0;1.0;26.0;;;;116.0;;465.0;;;362.0;;;;411.0;;;;12.6;1.0;22.0;;;;98.0;;390.0;305.0;329.0;63.3;1.5;33.6;31.1;30.6;2.5;28.2;11.4;7.1;9.7;;;82.5;1.5;46.7;43.1;42.6;3.6;34.3;14.2;9.3;10.8;49.39;41.07;;;;;49.39;41.07;0.44549763033175355;0.5308056872037915;0.48341232227488157;1.3033175355450237;12.6;708.5289942120781;0.19668431731578165;0.20529519473449795
01.01.2023;09361;Amberg, kreisfreie Stadt;15801.0;7394.0;101.0;582.0;869.0;486.0;5.0;25238.0;2023;0.023060464379110863;Amberg, kreisfreie Stadt;42217.0;0.5;2.0;772.0;698.0;681.0;74.0;;203.0;;;208.0;;;;640.0;;;;7.2;0.4;2.0;644.0;581.0;568.0;62.0;857.0;173.0;175.0;509.0;34.6;0.1;12.1;10.7;10.5;1.4;22.5;5.5;3.8;13.1;;;44.1;0.1;16.6;14.6;14.3;2.0;27.4;6.6;4.8;16.0;41.39;34.06;;1503.0;;43439.3063583815;41.39;34.06;0.6502890173410404;0.3497109826589595;0.30346820809248554;1.2745664739884393;7.2;597.8160456688064;0.20092590416656875;0.24336709515192817
01.01.2023;09362;Regensburg, kreisfreie Stadt;47401.0;26236.0;496.0;2091.0;3518.0;2190.0;25.0;81957.0;2023;0.02551337896701929;Regensburg, kreisfreie Stadt;149664.0;2.3;16.0;;;;165.0;;;;;;;;;;;;;7.3;2.3;13.0;;;;139.0;;;;;156.6;0.4;35.5;32.5;30.6;3.0;120.7;33.9;27.5;59.3;;;200.5;0.6;49.7;45.2;42.5;4.4;150.3;42.0;36.0;72.2;46.84;38.73;;;;;46.84;38.73;0.7707535121328225;0.22669220945083016;0.19540229885057472;1.2803320561941252;7.3;547.6066388710711;0.2993546426754916;0.17357932214361677
01.01.2023;09363;Weiden in der Oberpfalz, kreisfreie Stadt;16382.0;8095.0;152.0;456.0;776.0;552.0;10.0;26423.0;2023;0.017257692162131476;Weiden in der Oberpfalz, kreisfreie Stadt;42430.0;0.4;3.0;273.0;207.0;181.0;66.0;;490.0;;;246.0;;;;654.0;;;;4.8;0.4;3.0;228.0;172.0;151.0;56.0;;418.0;207.0;522.0;36.3;0.1;6.2;4.9;4.5;1.3;29.9;11.8;4.9;13.2;;;45.5;0.2;8.6;6.6;6.0;2.0;36.8;14.2;6.2;16.4;36.58;30.23;;;;;36.58;30.23;0.8236914600550964;0.17079889807162535;0.12396694214876033;1.253443526170799;4.8;622.7433419750176;0.213457732541702;0.23572236358495902
01.01.2023;09371;Amberg-Sulzbach, Landkreis;42994.0;24489.0;346.0;1769.0;1466.0;946.0;10.0;72020.0;2023;0.024562621494029435;Amberg-Sulzbach, Landkreis;104127.0;0.5;11.0;723.0;578.0;526.0;146.0;;367.0;;;248.0;;;;495.0;;;;6.6;0.5;9.0;602.0;479.0;438.0;123.0;910.0;312.0;204.0;394.0;37.4;0.5;13.2;10.0;9.2;3.2;23.7;8.6;3.6;11.5;;;47.2;0.5;18.1;13.7;12.4;4.4;28.6;10.7;4.5;13.4;39.1;32.25;;1521.0;;40668.449197860966;39.1;32.25;0.6336898395721925;0.3529411764705882;0.2459893048128342;1.2620320855614975;6.6;691.6553823696063;0.17634782943201707;0.2331845896405147
01.01.2023;09372;Cham, Landkreis;53336.0;32784.0;621.0;1713.0;1918.0;960.0;18.0;91350.0;2023;0.018752052545155995;Cham, Landkreis;128230.0;0.8;13.0;;;;396.0;;526.0;;;295.0;;;;774.0;;;;8.9;0.8;11.0;;921.0;890.0;334.0;;448.0;248.0;618.0;69.7;0.6;29.9;22.2;21.6;7.7;39.3;14.9;5.9;18.5;;;87.3;0.6;40.1;28.9;28.1;11.3;46.6;17.9;7.4;21.3;35.6;29.54;;;;;35.6;29.54;0.5638450502152079;0.42898134863701576;0.30989956958393117;1.2525107604017216;8.9;712.3917959915776;0.1841069289059704;0.236886738139325
01.01.2023;09373;Neumarkt in der Oberpfalz, Landkreis;53214.0;32753.0;452.0;2000.0;2180.0;1334.0;7.0;91940.0;2023;0.021753317380900587;Neumarkt in der Oberpfalz, Landkreis;138214.0;0.8;10.0;;856.0;817.0;470.0;;564.0;;;524.0;;;;711.0;;;;6.7;0.8;8.0;;712.0;681.0;396.0;;480.0;432.0;573.0;63.9;0.4;24.3;16.1;15.5;8.2;39.2;14.4;7.8;17.0;;;80.6;0.5;33.6;21.6;20.8;12.0;46.5;17.7;9.9;19.0;38.89;32.27;;;;;38.89;32.27;0.6134585289514868;0.38028169014084506;0.24256651017214398;1.2613458528951487;6.7;665.200341499414;0.19112716575458025;0.2118996632850973
01.01.2023;09374;Neustadt an der Waldnaab, Landkreis;39495.0;22936.0;364.0;1172.0;1412.0;874.0;11.0;66264.0;2023;0.017686828443800557;Neustadt an der Waldnaab, Landkreis;96209.0;0.5;11.0;930.0;796.0;767.0;134.0;871.0;253.0;;;187.0;;;;431.0;;;;7.9;0.4;10.0;776.0;663.0;639.0;113.0;717.0;216.0;156.0;345.0;38.9;0.5;17.8;14.9;14.4;2.9;20.7;6.7;3.4;10.6;;;49.6;0.6;24.6;20.5;19.7;4.1;24.5;8.2;4.3;12.0;36.56;30.3;1812.0;1503.0;46580.97686375322;38637.5321336761;36.56;30.3;0.532133676092545;0.45758354755784064;0.3701799485861183;1.2750642673521853;7.9;688.7505326944464;0.17679517746150403;0.232360565961124
01.01.2023;09375;Regensburg, Landkreis;77575.0;43459.0;907.0;2930.0;3481.0;1758.0;24.0;130134.0;2023;0.022515253507922602;Regensburg, Landkreis;193801.0;0.8;18.0;;;;263.0;;756.0;;;396.0;;;;618.0;;;;10.6;0.8;16.0;;947.0;907.0;222.0;;639.0;334.0;499.0;65.1;0.7;22.0;16.6;15.7;5.5;42.4;17.6;8.6;16.2;;;81.0;0.8;30.2;22.3;21.2;7.9;50.0;22.6;10.2;17.2;39.37;32.81;;;;;39.37;32.81;0.6513056835637481;0.3379416282642089;0.24116743471582183;1.2442396313364057;10.6;671.4826032889407;0.1761147324591133;0.21654018846865397
01.01.2023;09376;Schwandorf, Landkreis;59144.0;38167.0;671.0;1696.0;2418.0;1257.0;10.0;103363.0;2023;0.01640819248667318;Schwandorf, Landkreis;148698.0;0.9;19.0;;;;183.0;;657.0;;;380.0;;;;918.0;;;;8.1;0.9;16.0;;;;154.0;;557.0;320.0;730.0;73.7;0.7;27.9;23.9;22.5;3.9;45.0;16.6;7.4;21.1;;;94.8;0.8;38.5;32.9;30.8;5.6;55.5;21.0;9.4;25.1;36.43;30.12;;;;;36.43;30.12;0.6105834464043419;0.37856173677069194;0.30529172320217096;1.2862957937584802;8.1;695.1203109658503;0.1868101693099014;0.22140216459494214
01.01.2023;09377;Tirschenreuth, Landkreis;30429.0;16269.0;208.0;727.0;1047.0;703.0;9.0;49392.0;2023;0.01471898283122773;Tirschenreuth, Landkreis;72545.0;0.4;13.0;827.0;658.0;646.0;170.0;769.0;265.0;;;149.0;;;;355.0;;;;6.4;0.4;11.0;691.0;548.0;538.0;143.0;634.0;225.0;124.0;285.0;34.2;0.5;15.9;12.7;12.5;3.3;17.7;6.7;2.6;8.4;;;43.7;0.6;22.3;17.5;17.2;4.8;20.9;8.3;3.2;9.4;36.8;30.54;1609.0;1336.0;47046.78362573099;39064.32748538011;36.8;30.54;0.5175438596491228;0.46491228070175433;0.36549707602339176;1.2777777777777777;6.4;680.8463712178648;0.17745464617089046;0.24632322393020356
01.01.2023;09461;Bamberg, kreisfreie Stadt;24784.0;13180.0;330.0;979.0;1254.0;695.0;11.0;41233.0;2023;0.02374311837605801;Bamberg, kreisfreie Stadt;75087.0;0.9;3.0;;967.0;897.0;85.0;;709.0;;;541.0;;;;;;;;6.9;0.9;2.0;875.0;804.0;748.0;72.0;;603.0;451.0;;72.8;0.1;18.0;16.4;15.4;1.6;54.7;16.0;8.9;29.8;;;92.3;0.1;24.7;22.3;20.9;2.4;67.5;19.9;10.9;36.6;39.99;32.8;;;;;39.99;32.8;0.7513736263736265;0.24725274725274726;0.21153846153846156;1.2678571428571428;6.9;549.1363351845193;0.2594296824368114;0.20213869086195724
01.01.2023;09462;Bayreuth, kreisfreie Stadt;25463.0;12269.0;200.0;1362.0;1473.0;1057.0;7.0;41831.0;2023;0.03255958499677273;Bayreuth, kreisfreie Stadt;73074.0;0.8;4.0;723.0;585.0;364.0;138.0;;558.0;;;515.0;;;;;;;;7.1;0.8;3.0;595.0;478.0;303.0;117.0;;476.0;429.0;;62.6;0.1;11.1;8.9;6.4;2.3;51.3;13.5;8.3;29.5;;;80.0;0.1;15.6;12.2;8.6;3.4;64.3;16.8;10.4;37.1;41.43;33.76;;;;;41.43;33.76;0.8194888178913737;0.17731629392971246;0.10223642172523963;1.2779552715654952;7.1;572.4471084106522;0.27421168083356184;0.2256375102824239
01.01.2023;09463;Coburg, kreisfreie Stadt;15710.0;7352.0;151.0;586.0;857.0;504.0;7.0;25167.0;2023;0.023284459808479357;Coburg, kreisfreie Stadt;40907.0;0.6;2.0;724.0;680.0;633.0;44.0;;251.0;;;960.0;;;;597.0;;;;8.0;0.6;2.0;602.0;565.0;528.0;37.0;;213.0;796.0;477.0;39.6;0.1;10.2;9.3;8.7;1.0;29.3;6.1;11.0;12.3;;;51.7;0.1;14.4;13.0;12.1;1.4;37.2;7.5;14.6;15.1;49.03;40.43;;;;;49.03;40.43;0.73989898989899;0.25757575757575757;0.21969696969696967;1.3055555555555556;8.0;615.224778155328;0.21671050068186246;0.24228034287940775
01.01.2023;09464;Hof, kreisfreie Stadt;17557.0;6452.0;115.0;474.0;843.0;722.0;6.0;26169.0;2023;0.01811303450647713;Hof, kreisfreie Stadt;46484.0;0.4;1.0;217.0;181.0;158.0;37.0;;366.0;;;230.0;;;;666.0;;;;6.3;0.4;1.0;181.0;150.0;131.0;31.0;;309.0;194.0;525.0;31.7;0.0;4.5;3.7;3.4;0.8;27.1;9.0;4.2;13.9;;;40.2;0.1;6.2;5.1;4.7;1.1;33.9;11.4;5.0;17.5;36.83;30.11;;;;;36.83;30.11;0.8548895899053628;0.14195583596214512;0.10725552050473186;1.2681388012618298;6.3;562.967902934343;0.2133267775449998;0.23799649407841292
01.01.2023;09471;Bamberg, Landkreis;62693.0;35181.0;581.0;1926.0;1781.0;1207.0;15.0;103384.0;2023;0.018629575176042714;Bamberg, Landkreis;148017.0;0.5;12.0;902.0;666.0;637.0;236.0;;622.0;;;198.0;;;;466.0;;;;5.4;0.5;10.0;754.0;554.0;531.0;200.0;;528.0;164.0;377.0;48.8;0.4;17.8;12.7;12.2;5.1;30.6;15.4;3.5;11.7;;;60.6;0.5;24.2;16.9;16.3;7.3;35.8;19.4;4.1;12.3;36.3;30.25;;;;;36.3;30.25;0.6270491803278689;0.36475409836065575;0.25;1.2418032786885247;5.4;698.4603119911902;0.1722730871515865;0.2175440021112893
01.01.2023;09472;Bayreuth, Landkreis;44761.0;23599.0;372.0;1274.0;1534.0;836.0;12.0;72388.0;2023;0.017599602144001768;Bayreuth, Landkreis;103269.0;0.4;14.0;570.0;472.0;448.0;98.0;835.0;310.0;;;173.0;;;;352.0;;;;6.9;0.4;12.0;476.0;393.0;374.0;83.0;691.0;264.0;145.0;282.0;30.8;0.5;10.5;8.3;7.8;2.2;19.9;8.4;3.2;8.3;;;37.8;0.6;14.3;11.1;10.5;3.1;22.9;10.1;3.8;9.0;37.57;31.22;1419.0;1179.0;46071.42857142857;38279.22077922078;37.57;31.22;0.6461038961038961;0.3409090909090909;0.2532467532467532;1.227272727272727;6.9;700.9654397737946;0.16331928498764714;0.24529380419512667
01.01.2023;09473;Coburg, Landkreis;39263.0;16886.0;414.0;1145.0;1299.0;868.0;8.0;59883.0;2023;0.01912061853948533;Coburg, Landkreis;84518.0;0.4;6.0;732.0;637.0;607.0;95.0;722.0;303.0;;;139.0;;;;280.0;;;;7.7;0.4;5.0;611.0;531.0;506.0;80.0;600.0;257.0;115.0;227.0;32.4;0.3;14.8;12.8;12.3;2.0;17.4;7.6;2.1;7.6;;;41.6;0.3;20.1;17.2;16.5;2.9;21.2;9.9;2.6;8.6;35.11;29.22;1460.0;1216.0;45061.72839506173;37530.86419753087;35.11;29.22;0.537037037037037;0.45679012345679015;0.37962962962962965;1.2839506172839508;7.7;708.5236281028893;0.16086565326514182;0.2505209073258512
01.01.2023;09474;Forchheim, Landkreis;49355.0;24921.0;409.0;1634.0;1745.0;1031.0;19.0;79114.0;2023;0.020653740172409434;Forchheim, Landkreis;116284.0;0.5;11.0;993.0;861.0;821.0;132.0;;380.0;;;226.0;;;;527.0;;;;6.0;0.5;9.0;828.0;716.0;684.0;112.0;936.0;323.0;189.0;425.0;41.6;0.4;14.4;11.8;11.2;2.6;26.8;10.0;4.1;12.7;;;51.2;0.5;19.5;15.8;15.0;3.7;31.2;12.3;5.0;13.9;41.78;34.67;;1773.0;;42620.192307692305;41.78;34.67;0.6442307692307693;0.34615384615384615;0.2692307692307692;1.2307692307692308;6.0;680.3515530941488;0.17194278041726915;0.22672657164497692
01.01.2023;09475;Hof, Landkreis;41793.0;18678.0;396.0;1018.0;1567.0;928.0;9.0;64389.0;2023;0.015810153908276257;Hof, Landkreis;92675.0;0.6;11.0;990.0;858.0;819.0;132.0;;529.0;;;235.0;;;;456.0;;;;9.4;0.6;9.0;826.0;714.0;683.0;112.0;;444.0;192.0;371.0;44.5;0.4;18.6;15.7;15.1;2.9;25.6;11.9;3.4;10.3;;;58.1;0.4;25.9;21.7;20.9;4.1;31.8;15.9;4.2;11.7;38.2;31.69;;;;;38.2;31.69;0.5752808988764045;0.4179775280898877;0.3393258426966292;1.3056179775280898;9.4;694.7828432694902;0.16171860593767287;0.2694948530767645
01.01.2023;09476;Kronach, Landkreis;29657.0;13874.0;229.0;695.0;1007.0;523.0;12.0;45997.0;2023;0.015109681066156488;Kronach, Landkreis;65009.0;0.3;11.0;653.0;591.0;569.0;63.0;720.0;184.0;;;200.0;;;;336.0;;;;5.4;0.3;9.0;545.0;492.0;474.0;53.0;592.0;156.0;165.0;270.0;30.4;0.3;13.9;12.5;12.1;1.4;16.1;5.2;3.1;7.8;;;38.3;0.4;19.1;17.1;16.5;2.0;18.8;6.3;3.8;8.7;36.16;29.93;1384.0;1146.0;45526.31578947369;37697.36842105263;36.16;29.93;0.5296052631578948;0.45723684210526316;0.3980263157894737;1.2598684210526316;5.4;707.548185635835;0.16407157796885893;0.26454411650786275
01.01.2023;09477;Kulmbach, Landkreis;31373.0;15757.0;315.0;884.0;1479.0;610.0;8.0;50426.0;2023;0.01753063895609408;Kulmbach, Landkreis;71752.0;0.4;10.0;740.0;596.0;566.0;144.0;958.0;287.0;;;190.0;;;;481.0;;;;8.0;0.4;9.0;617.0;496.0;471.0;121.0;792.0;244.0;158.0;391.0;34.8;0.4;13.4;10.6;10.1;2.8;21.1;7.0;3.1;11.0;;;44.5;0.5;18.6;14.5;13.8;4.1;25.5;8.7;3.9;12.8;38.33;31.83;1708.0;1418.0;49080.45977011495;40747.12643678161;38.33;31.83;0.6063218390804599;0.38505747126436785;0.29022988505747127;1.278735632183908;8.0;702.7818039915263;0.17076819821583378;0.2585922425123745
01.01.2023;09478;Lichtenfels, Landkreis;28852.0;14173.0;216.0;697.0;905.0;498.0;13.0;45354.0;2023;0.015367994002734049;Lichtenfels, Landkreis;67716.0;0.4;4.0;509.0;404.0;387.0;105.0;;349.0;;;238.0;;;;477.0;;;;6.0;0.4;4.0;425.0;336.0;322.0;89.0;884.0;297.0;200.0;388.0;33.7;0.2;10.2;8.0;7.8;2.1;23.3;8.2;4.3;10.8;;;42.3;0.2;14.1;11.0;10.6;3.1;28.0;10.3;5.3;12.4;37.31;31.02;;1313.0;;38961.424332344206;37.31;31.02;0.6913946587537092;0.30267062314540055;0.23145400593471807;1.2551928783382786;6.0;669.7678539783803;0.1733477789815818;0.24565517446088544
01.01.2023;09479;Wunsiedel im Fichtelgebirge, Landkreis;30776.0;13663.0;252.0;749.0;1250.0;648.0;14.0;47352.0;2023;0.01581770569352931;Wunsiedel im Fichtelgebirge, Landkreis;70959.0;0.4;7.0;738.0;667.0;629.0;71.0;;269.0;;;280.0;;;;498.0;;;;8.4;0.4;6.0;615.0;555.0;525.0;60.0;858.0;230.0;231.0;397.0;36.4;0.2;13.9;12.4;11.8;1.5;22.3;7.0;4.4;10.8;;;46.9;0.3;19.5;17.3;16.5;2.2;27.1;8.8;5.5;12.8;38.18;31.51;;1479.0;;40631.868131868134;38.18;31.51;0.6126373626373627;0.3818681318681319;0.3241758241758242;1.2884615384615385;8.4;667.3149283388999;0.16694779514947058;0.2741640561878978
01.01.2023;09561;Ansbach, kreisfreie Stadt;15606.0;8148.0;204.0;509.0;847.0;457.0;2.0;25773.0;2023;0.019749350095060722;Ansbach, kreisfreie Stadt;39700.0;0.5;6.0;471.0;438.0;427.0;33.0;;303.0;;;202.0;;;;947.0;;;;12.9;0.5;5.0;393.0;365.0;356.0;28.0;;258.0;169.0;753.0;36.9;0.2;7.3;6.6;6.5;0.7;29.4;7.4;3.9;18.1;;;46.8;0.2;10.1;9.1;8.9;1.0;36.5;9.0;4.9;22.6;41.21;33.71;;;;;41.21;33.71;0.7967479674796748;0.1978319783197832;0.1761517615176152;1.2682926829268293;12.9;649.1939546599497;0.20543910460949388;0.22762750969515488
01.01.2023;09562;Erlangen, kreisfreie Stadt;34438.0;17090.0;320.0;1276.0;1754.0;1184.0;16.0;56078.0;2023;0.022754021184778345;Erlangen, kreisfreie Stadt;115314.0;1.9;2.0;;;;142.0;;902.0;;;;;;;;;;;6.0;1.9;2.0;;;;119.0;;770.0;992.0;;108.7;0.1;39.8;37.3;36.4;2.5;68.8;16.5;15.8;36.5;;;140.9;0.1;54.9;51.0;49.7;3.8;86.0;21.3;20.8;43.9;54.53;45.27;;;;;54.53;45.27;0.6329346826126955;0.36614535418583255;0.33486660533578655;1.296228150873965;6.0;486.3069531886848;0.28389172589883377;0.18599475536539922
01.01.2023;09563;FÃ¼rth, kreisfreie Stadt;40942.0;18492.0;352.0;1271.0;2241.0;1073.0;13.0;64384.0;2023;0.019740929423459244;Fï¿½rth, kreisfreie Stadt;131712.0;0.8;9.0;836.0;716.0;672.0;120.0;;890.0;;;640.0;;;;942.0;;;;6.1;0.8;7.0;697.0;595.0;560.0;102.0;;760.0;532.0;756.0;60.1;0.3;12.9;10.4;9.8;2.5;46.9;17.3;9.8;19.8;;;77.4;0.4;18.1;14.5;13.6;3.6;58.9;22.5;12.5;24.0;42.87;35.57;;;;;42.87;35.57;0.7803660565723793;0.2146422628951747;0.1630615640599002;1.2878535773710482;6.1;488.824101068999;0.21196491865854766;0.19693113999212336
01.01.2023;09564;NÃ¼rnberg, kreisfreie Stadt;150358.0;76563.0;1253.0;4760.0;9900.0;4960.0;45.0;247839.0;2023;0.019206016809299585;Nï¿½rnberg, kreisfreie Stadt;526606.0;5.7;47.0;;;;698.0;;;;;;;;;;;;;7.1;5.7;40.0;;;;589.0;;;;;380.7;1.4;61.7;48.3;43.9;13.4;317.7;116.5;90.2;111.1;;;502.3;2.0;87.5;67.6;61.2;19.9;412.8;158.2;115.6;139.0;45.41;37.64;;;;;45.41;37.64;0.83451536643026;0.16206987128972947;0.11531389545573943;1.3194116101917521;7.1;470.6345920859238;0.23186429666785016;0.2022707872213451
