stichtag;kreis_id;kreis_name_x;pkw_benzin;pkw_diesel;pkw_gas;pkw_elektrisch;pkw_hybrid;pkw_plugin;pkw_sonstige;pkw_gesamt;jahr;e_auto_quote;kreis_name_y;bev_total;Arbeitnehmerentgelt_insgesamt_Anteil_am_Land_in;Arbeitnehmerentgelt_Land_und_Forstwirtschaft_Fischerei_in_Mio_EUR;Arbeitnehmerentgelt_Produzierendes_Gewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Verarbeitendes_Gewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Baugewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Dienstleistungsbereiche_in_Mio_EUR;Arbeitnehmerentgelt_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_EUR;Arbeitnehmerentgelt_Handel_Verkehr_und_Lagerei_Gastgewerbe_in_Mio_EUR;Arbeitnehmerentgelt_Information_und_Kommunikation_in_Mio_EUR;Arbeitnehmerentgelt_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_Mio_EUR;Arbeitnehmerentgelt_Finanz_Versicherungsdienstleistungen_in_Mio_EUR;Arbeitnehmerentgelt_Grundstuecks_und_Wohnungswesen_in_Mio_EUR;Arbeitnehmerentgelt_Unternehmensdienstleistungen_in_Mio_EUR;Arbeitnehmerentgelt_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_EUR;Arbeitnehmerentgelt_Oeffentliche_Dienstleistungen_Erziehung_Gesundheit_in_Mio_EUR;Arbeitnehmerentgelt_Sonstige_Dienstleistungen_in_Mio_EUR;Bruttoloehne_und_gehaelter_insgesamt_in_Mio_EUR;Bruttoloehne_und_gehaelter_insgesamt_Veraenderung_gegenueber_dem_Vorjahr_in;Bruttoloehne_und_gehaelter_insgesamt_Anteil_am_Land_in;Bruttoloehne_und_gehaelter_Land_und_Forstwirtschaft_Fischerei_in_Mio_EUR;Bruttoloehne_und_gehaelter_Produzierendes_Gewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Verarbeitendes_Gewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Baugewerbe_in_Mio_EUR;Bruttoloehne_und_gehaelter_Dienstleistungsbereiche_in_Mio_EUR;Bruttoloehne_und_gehaelter_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_EUR;Bruttoloehne_und_gehaelter_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_Mio_EUR;Bruttoloehne_und_gehaelter_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_EUR;Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Land_und_Forstwirtschaft_Fischerei_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_ohne_Baugewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Verarbeitendes_Gewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Baugewerbe_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Dienstleistungsbereiche_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Finanz_Versicherungs_und_Unternehmensdienstleistungen_Grundstuecks_u_Wohnungswesen_in_1000_Personen;Arbeitnehmerinnen_und_Arbeitnehmer_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_1000_Personen;Arbeitnehmerentgelt_je_Arbeitnehmerin_bzw_Arbeitnehmer_insgesamt_in_EUR;Bruttoloehne_und_gehaelter_je_Arbeitnehmerin_bzw_Arbeitnehmer_insgesamt_in_EUR;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Land_und_Forstwirtschaft_Fischerei_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Produzierendes_Gewerbe_ohne_Baugewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Verarbeitendes_Gewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Baugewerbe_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Dienstleistungsbereiche_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Handel_Verkehr_und_Lagerei_Gastgewerbe_Information_und_Kommunikation_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_6_4_2_Finanz_Versicherungs_und_Unternehmensdienstleister_Grundstuecks_u_Wohnungswesen_in_Mio_Arbeitsstunden;Arbeitsvolumen_der_Arbeitnehmerinnen_und_Arbeitnehmer_Oeffentliche_und_sonstige_Dienstleistungen_Erziehung_und_Gesundheit_in_Mio_Arbeitsstunden;Arbeitnehmerentgelt_je_Arbeitsstunde_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_EUR;Bruttoloehne_und_gehaelter_je_Arbeitsstunde_der_Arbeitnehmerinnen_und_Arbeitnehmer_insgesamt_in_EUR;entgelt_gesamt_mio;lohn_gesamt_mio;entgelt_pro_arb;lohn_pro_arb;entgelt_pro_stunde;lohn_pro_stunde;anteil_dl_besch;anteil_pg_besch;anteil_vg_besch;arbeitsstunden_pro_arb;lohn_wachstum;pkw_pro_1000;anteil_18_35;anteil_65_plus
01.01.2021;07315;Mainz, kreisfreie Stadt;67529.0;29312.0;694.0;721.0;1720.0;728.0;18.0;100722.0;2021;0.00715831695160938;Mainz, kreisfreie Stadt;217556.0;9.4;5.0;;848.0;691.0;173.0;;;;;;;;;;;;;3.9;9.2;4.0;845.0;699.0;575.0;146.0;;;;;150.4;0.3;15.7;11.9;9.7;3.9;134.4;40.8;25.4;68.1;;;194.7;0.4;22.5;16.9;13.5;5.6;171.8;52.9;32.9;86.0;39.41;31.87;;;;;39.41;31.87;0.8936170212765957;0.10438829787234041;0.06449468085106383;1.2945478723404253;3.9;462.9704535843645;0.29682576418436557;0.1801196346869381
01.01.2021;07316;Neustadt an der WeinstraÃŸe, kreisfreie Stadt;22330.0;9884.0;227.0;203.0;387.0;153.0;6.0;33190.0;2021;0.006116300090388671;Neustadt an der Weinstraï¿½e, kreisfreie Stadt;53491.0;1.2;14.0;126.0;68.0;55.0;58.0;829.0;219.0;;;168.0;;;;442.0;;;788.0;2.7;1.2;12.0;105.0;56.0;45.0;49.0;671.0;183.0;139.0;349.0;24.3;0.5;3.1;1.7;1.5;1.4;20.7;6.3;3.5;10.9;;;29.9;0.7;4.2;2.2;1.9;2.0;25.0;7.5;4.5;13.1;32.39;26.32;969.0;788.0;39876.543209876545;32427.983539094646;32.39;26.32;0.8518518518518517;0.12757201646090535;0.06172839506172839;1.2304526748971192;2.7;620.4782112878802;0.1754651052979507;0.2587024270469355
01.01.2021;07317;Pirmasens, kreisfreie Stadt;16053.0;6423.0;141.0;116.0;394.0;111.0;1.0;23239.0;2021;0.004991608933258746;Pirmasens, kreisfreie Stadt;40054.0;1.2;1.0;304.0;263.0;241.0;41.0;694.0;212.0;;;120.0;;;;362.0;;;823.0;2.3;1.2;1.0;253.0;218.0;200.0;35.0;570.0;180.0;100.0;290.0;24.1;0.0;5.9;4.9;4.5;1.1;18.2;5.7;3.2;9.3;;;31.1;0.1;8.5;7.0;6.4;1.5;22.5;6.9;3.7;11.8;32.16;26.49;999.0;824.0;41452.282157676345;34190.871369294604;32.16;26.49;0.7551867219917011;0.24481327800829875;0.18672199170124482;1.2904564315352698;2.3;580.1917411494483;0.19317924599481903;0.2550992178265134
01.01.2021;07318;Speyer, kreisfreie Stadt;19900.0;8766.0;245.0;174.0;428.0;159.0;1.0;29673.0;2021;0.00586391669194217;Speyer, kreisfreie Stadt;50565.0;2.2;0.0;433.0;386.0;360.0;47.0;;279.0;;;303.0;;;;745.0;;;;6.3;2.1;0.0;359.0;319.0;299.0;40.0;;235.0;254.0;594.0;37.8;0.0;7.1;5.8;5.4;1.2;30.7;8.3;6.1;16.3;;;48.7;0.0;10.2;8.4;7.8;1.7;38.5;10.0;7.9;20.6;36.16;29.62;;;;;36.16;29.62;0.8121693121693122;0.18783068783068785;0.14285714285714288;1.2883597883597886;6.3;586.8288341738357;0.18767653942377532;0.2477806472439674
01.01.2021;07319;Worms, kreisfreie Stadt;32053.0;12878.0;283.0;232.0;715.0;254.0;7.0;46422.0;2021;0.004997630433846021;Worms, kreisfreie Stadt;83850.0;2.2;8.0;607.0;525.0;451.0;83.0;;398.0;;;257.0;;;;526.0;;;;4.2;2.2;7.0;503.0;434.0;375.0;70.0;967.0;332.0;213.0;423.0;41.5;0.3;9.7;7.6;6.5;2.1;31.5;11.5;6.2;13.7;;;53.6;0.5;13.9;11.0;9.2;2.9;39.3;14.8;8.2;16.3;33.49;27.56;;1477.0;;35590.36144578313;33.49;27.56;0.7590361445783133;0.23373493975903611;0.1566265060240964;1.291566265060241;4.2;553.6314847942755;0.2096642191048148;0.20908787016010974
01.01.2021;07320;ZweibrÃ¼cken, kreisfreie Stadt;14407.0;6254.0;120.0;102.0;449.0;106.0;6.0;21444.0;2021;0.004756575265808618;Zweibrï¿½cken, kreisfreie Stadt;34091.0;1.2;2.0;374.0;343.0;320.0;30.0;580.0;151.0;;;108.0;;;;320.0;;;779.0;7.7;1.2;2.0;310.0;285.0;266.0;26.0;468.0;128.0;91.0;249.0;20.4;0.1;5.9;5.1;4.7;0.7;14.4;4.7;2.6;7.1;;;26.7;0.1;8.5;7.5;6.8;1.0;18.2;5.6;3.4;9.2;35.7;29.14;956.0;780.0;46862.74509803922;38235.294117647056;35.7;29.14;0.7058823529411765;0.28921568627450983;0.2303921568627451;1.3088235294117647;7.7;629.0223226071397;0.18941871980313899;0.24901719533055247
01.01.2021;07331;Alzey-Worms, Landkreis;56008.0;28357.0;671.0;508.0;916.0;360.0;17.0;86837.0;2021;0.005850040881191197;Alzey-Worms, Landkreis;131330.0;1.9;42.0;425.0;295.0;259.0;130.0;;347.0;;;240.0;;;;533.0;;;;6.7;1.9;36.0;353.0;244.0;215.0;109.0;915.0;291.0;200.0;424.0;41.4;1.9;9.6;6.3;5.7;3.3;30.0;10.2;6.2;13.6;;;50.5;2.5;13.5;8.8;7.9;4.7;34.6;12.3;7.2;15.1;31.42;25.81;;1304.0;;31497.584541062803;31.42;25.81;0.7246376811594203;0.2318840579710145;0.13768115942028986;1.2198067632850242;6.7;661.212213507957;0.17142900684253037;0.22735031012359225
01.01.2021;07332;Bad DÃ¼rkheim, Landkreis;61817.0;27255.0;757.0;582.0;975.0;397.0;16.0;91799.0;2021;0.00633993834355494;Bad Dï¿½rkheim, Landkreis;133206.0;1.9;50.0;390.0;294.0;266.0;97.0;;349.0;;;206.0;;;;544.0;;;;2.0;1.9;43.0;325.0;243.0;221.0;82.0;902.0;294.0;172.0;437.0;42.0;2.1;8.0;5.4;5.0;2.6;32.0;11.2;5.1;15.7;;;49.9;2.9;10.9;7.4;6.8;3.5;36.1;12.7;6.2;17.2;30.85;25.45;;1270.0;;30238.095238095237;30.85;25.45;0.7619047619047619;0.19047619047619047;0.11904761904761904;1.188095238095238;2.0;689.1506388601114;0.15517125862620879;0.26077019854238476
01.01.2021;07333;Donnersbergkreis;32250.0;17108.0;438.0;242.0;541.0;132.0;10.0;50721.0;2021;0.004771199306007373;Donnersbergkreis;75569.0;1.4;8.0;479.0;426.0;414.0;52.0;654.0;137.0;;;142.0;;;;375.0;;;936.0;1.8;1.4;6.0;398.0;354.0;344.0;44.0;532.0;115.0;118.0;299.0;27.3;0.4;9.1;7.7;7.5;1.4;17.8;4.7;3.0;10.1;;;34.0;0.5;12.8;10.9;10.6;1.9;20.7;5.1;3.8;11.8;33.57;27.55;1141.0;936.0;41794.8717948718;34285.71428571428;33.57;27.55;0.652014652014652;0.3333333333333333;0.2747252747252747;1.2454212454212454;1.8;671.1879209728858;0.16646831499137504;0.24448069748472245
01.01.2021;07334;Germersheim, Landkreis;53769.0;27318.0;580.0;373.0;1195.0;550.0;18.0;83803.0;2021;0.004450914645060439;Germersheim, Landkreis;129313.0;3.4;28.0;;;;96.0;;406.0;;;222.0;;;;522.0;;;;3.6;3.4;23.0;;;;81.0;934.0;339.0;184.0;410.0;55.4;1.4;24.1;21.7;21.0;2.4;29.9;11.6;5.1;13.1;;;72.4;1.9;34.6;31.3;30.3;3.3;35.9;14.5;6.2;15.1;38.67;31.85;;;;;38.67;31.85;0.5397111913357401;0.43501805054151627;0.37906137184115524;1.3068592057761734;3.6;648.0632264350838;0.1795742219313001;0.21980773768295747
01.01.2021;07335;Kaiserslautern, Landkreis;46347.0;20896.0;443.0;319.0;1068.0;200.0;11.0;69284.0;2021;0.004604237630621789;Kaiserslautern, Landkreis;106853.0;1.4;7.0;334.0;223.0;182.0;111.0;816.0;252.0;;;108.0;;;;457.0;;;950.0;4.9;1.4;5.0;278.0;184.0;151.0;94.0;667.0;212.0;90.0;365.0;30.9;0.2;7.5;4.6;3.9;2.8;23.1;7.9;2.7;12.5;;;37.6;0.3;10.4;6.5;5.3;4.0;26.8;9.1;3.1;14.6;30.78;25.29;1157.0;950.0;37443.36569579288;30744.33656957929;30.78;25.29;0.7475728155339807;0.24271844660194175;0.1262135922330097;1.2168284789644015;4.9;648.4048178338466;0.1679659215933348;0.23872751379968593
01.01.2021;07336;Kusel, Landkreis;31768.0;14915.0;280.0;152.0;565.0;102.0;12.0;47794.0;2021;0.0031803155207766665;Kusel, Landkreis;69949.0;0.8;5.0;167.0;123.0;115.0;45.0;467.0;110.0;;;74.0;;;;283.0;;;521.0;2.6;0.8;4.0;139.0;102.0;96.0;38.0;378.0;93.0;61.0;223.0;17.4;0.2;4.1;2.9;2.7;1.2;13.1;3.9;1.9;7.2;;;20.1;0.3;5.5;3.8;3.6;1.7;14.4;4.2;2.3;7.9;31.75;25.89;639.0;521.0;36724.137931034486;29942.528735632186;31.75;25.89;0.7528735632183908;0.23563218390804597;0.15517241379310348;1.1551724137931036;2.6;683.2692390169981;0.16703204776877145;0.26284362650359133
01.01.2021;07337;SÃ¼dliche WeinstraÃŸe, Landkreis;51357.0;24137.0;448.0;463.0;881.0;299.0;15.0;77600.0;2021;0.005966494845360825;Sï¿½dliche Weinstraï¿½e, Landkreis;111279.0;2.1;42.0;549.0;442.0;421.0;107.0;;306.0;;;233.0;;;;553.0;;;;3.3;2.1;36.0;458.0;367.0;350.0;90.0;893.0;259.0;190.0;444.0;41.1;1.9;10.4;8.0;7.6;2.4;28.7;9.1;5.1;14.5;;;50.5;2.5;14.4;11.1;10.5;3.3;33.6;10.2;6.4;16.9;33.36;27.48;;1387.0;;33746.95863746958;33.36;27.48;0.6982968369829683;0.25304136253041365;0.18491484184914841;1.2287104622871046;3.3;697.3463097260039;0.16015960223301573;0.2514265997823606
01.01.2021;07338;Rhein-Pfalz-Kreis;71989.0;27915.0;758.0;504.0;1196.0;375.0;21.0;102758.0;2021;0.004904727612448666;Rhein-Pfalz-Kreis;155050.0;1.8;92.0;381.0;215.0;152.0;166.0;;371.0;;;299.0;;;;361.0;;;;4.0;1.8;78.0;317.0;177.0;126.0;140.0;845.0;313.0;245.0;287.0;39.2;3.1;8.8;4.9;3.8;3.9;27.3;10.7;5.5;11.1;;;48.1;4.3;12.1;6.6;4.9;5.5;31.7;13.3;6.8;11.6;31.26;25.78;;1240.0;;31632.65306122449;31.26;25.78;0.6964285714285714;0.22448979591836735;0.09693877551020406;1.2270408163265305;4.0;662.7410512737827;0.1591845113611578;0.24267073812242593
01.01.2021;07339;Mainz-Bingen, Landkreis;92357.0;46024.0;1146.0;963.0;1726.0;653.0;15.0;142884.0;2021;0.006739732930209121;Mainz-Bingen, Landkreis;212420.0;4.4;45.0;;;;223.0;;864.0;;;550.0;;;;794.0;;;;4.4;4.5;39.0;;954.0;921.0;188.0;;730.0;451.0;630.0;73.8;1.9;19.8;14.7;13.9;5.1;52.1;20.2;10.6;21.3;;;91.4;2.6;27.6;20.5;19.4;7.2;61.2;24.6;13.2;23.3;39.69;32.76;;;;;39.69;32.76;0.7059620596205962;0.2682926829268293;0.1883468834688347;1.2384823848238484;4.4;672.6485265040957;0.1625931200170498;0.23006093367045444
01.01.2021;07340;SÃ¼dwestpfalz, Landkreis;44536.0;21353.0;436.0;254.0;882.0;215.0;28.0;67704.0;2021;0.003751624719366655;Sï¿½dwestpfalz, Landkreis;94819.0;0.9;6.0;252.0;175.0;167.0;78.0;445.0;171.0;;;48.0;;;;226.0;;;580.0;2.4;0.9;5.0;210.0;145.0;138.0;66.0;365.0;145.0;40.0;180.0;20.3;0.3;6.1;4.1;4.0;2.1;13.9;6.0;1.5;6.4;;;23.7;0.3;8.3;5.4;5.3;2.9;15.0;6.7;1.6;6.7;29.73;24.53;703.0;580.0;34630.54187192118;28571.42857142857;29.73;24.53;0.6847290640394088;0.3004926108374384;0.19704433497536944;1.167487684729064;2.4;714.0341070882417;0.1532442705670527;0.27642430035343546
01.01.2021;08111;Stuttgart, kreisfreie Stadt;205532.0;79841.0;2390.0;5033.0;7768.0;7793.0;54.0;308411.0;2021;0.016319132586062105;Stuttgart, kreisfreie Stadt;626275.0;11.0;15.0;;;;969.0;;;;;;;;;;;;;4.2;11.0;12.0;;;;818.0;;;;;500.8;0.6;101.4;84.5;78.3;16.9;398.9;110.2;124.6;164.0;;;670.5;0.8;147.0;121.8;112.5;25.2;522.7;143.9;166.4;212.4;48.33;39.75;;;;;48.33;39.75;0.7965255591054312;0.20247603833865815;0.15634984025559104;1.3388578274760383;4.2;492.4529958883877;0.2576685714658793;0.18428565132870764
01.01.2021;08115;BÃ¶blingen, Landkreis;166492.0;75236.0;1427.0;3648.0;6154.0;5257.0;52.0;258266.0;2021;0.014124971928167083;Bï¿½blingen, Landkreis;393195.0;4.4;9.0;;;;394.0;;;;;;;;;;;;;2.9;4.5;7.0;;;;333.0;;;;;207.9;0.4;83.5;75.2;73.9;8.3;124.0;54.0;27.5;42.5;;;272.4;0.5;118.7;106.6;104.8;12.1;153.3;67.8;35.8;49.7;47.92;39.7;;;;;47.92;39.7;0.5964405964405964;0.4016354016354016;0.3554593554593555;1.31024531024531;2.9;656.839481682117;0.19048908436180145;0.2094962382992507
01.01.2021;08116;Esslingen, Landkreis;226834.0;96036.0;1931.0;2871.0;5812.0;2567.0;68.0;336119.0;2021;0.008541617700873798;Esslingen, Landkreis;533388.0;4.7;29.0;;;;616.0;;;;;;;;;;;;;4.3;4.7;25.0;;;;520.0;;;;;256.2;1.3;84.2;71.3;68.5;12.9;170.8;69.0;41.1;60.7;;;333.6;1.8;118.0;99.4;95.3;18.6;213.8;89.2;52.6;72.0;41.06;34.01;;;;;41.06;34.01;0.6666666666666667;0.32864949258391885;0.26736924277907886;1.3021077283372366;4.3;630.1585337502906;0.1993641457992065;0.21432498262209723
01.01.2021;08117;GÃ¶ppingen, Landkreis;110160.0;52114.0;1305.0;1075.0;2432.0;877.0;29.0;167992.0;2021;0.006399114243535406;Gï¿½ppingen, Landkreis;259046.0;1.7;11.0;;;;541.0;;939.0;;;589.0;;;;;;;;3.5;1.7;9.0;;;;457.0;;791.0;489.0;948.0;107.1;0.5;40.2;30.2;29.2;9.9;66.5;24.3;12.0;30.2;;;136.8;0.5;56.3;41.5;40.0;14.9;79.9;29.6;14.7;35.5;37.06;30.67;;;;;37.06;30.67;0.6209150326797386;0.37535014005602246;0.27264239028944914;1.277310924369748;3.5;648.5025825529057;0.1887415043526307;0.22711343114033902
01.01.2021;08118;Ludwigsburg, Landkreis;235104.0;87396.0;2149.0;2826.0;5398.0;2639.0;69.0;335581.0;2021;0.008421215742250009;Ludwigsburg, Landkreis;544679.0;4.5;59.0;;;;633.0;;;;;;;;;;;;;4.4;4.6;50.0;;;;535.0;;;;;244.9;2.4;79.0;65.6;62.9;13.4;163.5;67.5;35.0;61.0;;;318.9;3.1;111.5;92.0;87.8;19.5;204.4;87.0;45.1;72.3;42.02;34.93;;;;;42.02;34.93;0.6676194365046958;0.3225806451612903;0.2568395263372805;1.3021641486320945;4.4;616.1078359914738;0.1921161655216727;0.20987384519980426
01.01.2021;08119;Rems-Murr-Kreis;185627.0;73230.0;1800.0;2084.0;3737.0;1799.0;48.0;268325.0;2021;0.007766700829218299;Rems-Murr-Kreis;427316.0;3.0;28.0;;;;545.0;;;;;;;;;;;;;2.4;3.0;23.0;;;;461.0;;;;;184.7;1.5;61.4;49.8;48.3;11.7;121.8;43.7;26.6;51.5;;;234.2;1.8;85.6;68.9;66.8;16.7;146.8;53.3;32.6;60.9;37.27;30.87;;;;;37.27;30.87;0.6594477531131565;0.33243096913914455;0.26150514347590686;1.268002165674066;2.4;627.9310861282985;0.1895456278250767;0.22134532648356237
01.01.2021;08121;Heilbronn, kreisfreie Stadt;45626.0;20556.0;483.0;423.0;1081.0;509.0;12.0;68690.0;2021;0.006158101615955743;Heilbronn, kreisfreie Stadt;125613.0;1.5;10.0;;839.0;668.0;163.0;;;;;895.0;;;;;;;;4.2;1.5;8.0;829.0;691.0;555.0;138.0;;;743.0;;90.3;0.4;16.6;13.2;10.9;3.4;73.3;26.4;16.5;30.4;;;118.3;0.6;23.8;18.8;15.3;5.0;93.9;33.3;21.5;39.0;38.5;31.54;;;;;38.5;31.54;0.8117386489479512;0.18383167220376526;0.12070874861572536;1.310077519379845;4.2;546.8383049525129;0.23863136999378723;0.19011107238646524
01.01.2021;08125;Heilbronn, Landkreis;158124.0;78304.0;1510.0;1878.0;6038.0;1774.0;44.0;247672.0;2021;0.007582609257404955;Heilbronn, Landkreis;347798.0;3.1;40.0;;;;378.0;;;;;;;;;;;;;3.3;3.1;34.0;;;;319.0;;;;918.0;166.2;2.2;71.7;63.2;61.2;8.5;92.4;39.2;22.8;30.4;;;218.7;3.1;101.0;88.8;85.8;12.1;114.6;50.8;29.4;34.4;42.04;34.63;;;;;42.04;34.63;0.555956678700361;0.4314079422382672;0.36823104693140796;1.315884476534296;3.3;712.1145032461371;0.1895743436278707;0.20880136318551362
01.01.2021;08126;Hohenlohekreis;45789.0;35329.0;573.0;506.0;1931.0;403.0;10.0;84541.0;2021;0.005985261589051466;Hohenlohekreis;113318.0;1.2;23.0;;;;140.0;;;;;244.0;;;;476.0;;;;4.4;1.2;19.0;;;;118.0;;;203.0;379.0;68.4;1.1;28.3;25.5;25.1;2.8;39.0;21.4;5.1;12.4;;;91.3;1.5;40.0;36.0;35.3;4.0;49.8;28.9;6.4;14.4;39.2;32.71;;;;;39.2;32.71;0.5701754385964912;0.4137426900584795;0.3669590643274854;1.3347953216374266;4.4;746.0509363031468;0.19620559648576666;0.21223755663934143
01.01.2021;08127;SchwÃ¤bisch Hall, Landkreis;77549.0;50262.0;1089.0;837.0;1430.0;634.0;24.0;131825.0;2021;0.006349326758960744;Schwï¿½bisch Hall, Landkreis;199398.0;1.6;18.0;;;;351.0;;738.0;;;703.0;;;;939.0;;;;3.9;1.6;15.0;;;;297.0;;617.0;587.0;752.0;103.8;0.8;43.1;35.5;34.2;7.6;59.9;21.0;14.0;24.9;;;134.0;1.0;60.5;49.3;47.5;11.2;72.4;25.1;18.1;29.2;35.79;29.49;;;;;35.79;29.49;0.5770712909441233;0.41522157996146436;0.3294797687861272;1.2909441233140655;3.9;661.114956017613;0.19579695572965924;0.21011239310708704
01.01.2021;08128;Main-Tauber-Kreis;53963.0;33638.0;655.0;425.0;1389.0;403.0;21.0;90494.0;2021;0.004696443963135678;Main-Tauber-Kreis;132956.0;1.1;10.0;;;;176.0;;582.0;;;276.0;;;;873.0;;;;2.6;1.1;8.0;;998.0;973.0;149.0;;491.0;230.0;691.0;69.0;0.5;25.9;22.2;21.7;3.7;42.6;15.4;5.9;21.3;;;87.8;0.6;36.3;30.8;30.1;5.5;50.8;18.3;7.5;25.0;35.51;29.25;;;;;35.51;29.25;0.6173913043478261;0.3753623188405797;0.3144927536231884;1.272463768115942;2.6;680.6311862571076;0.17905818921821146;0.24586803234987123
01.01.2021;08135;Heidenheim, Landkreis;54675.0;28289.0;641.0;442.0;913.0;367.0;12.0;85339.0;2021;0.00517934355921677;Heidenheim, Landkreis;132958.0;1.1;14.0;;;;114.0;;594.0;;;380.0;;;;616.0;;;;3.3;1.1;11.0;;;;96.0;;501.0;315.0;493.0;62.5;0.4;24.1;21.5;20.6;2.5;38.0;13.7;8.8;15.5;;;80.1;0.6;33.6;29.9;28.5;3.7;46.0;16.9;10.7;18.3;39.09;32.18;;;;;39.09;32.18;0.608;0.3856;0.3296;1.2815999999999999;3.3;641.8493057958152;0.19014308426073132;0.22838022701223795
01.01.2021;08136;Ostalbkreis;129334.0;72062.0;1278.0;1150.0;2638.0;1162.0;17.0;207641.0;2021;0.005538405228254536;Ostalbkreis;315009.0;2.7;23.0;;;;462.0;;;;;909.0;;;;;;;;4.1;2.7;19.0;;;;390.0;;955.0;753.0;;156.6;1.0;62.1;52.7;50.8;9.4;93.6;31.1;17.4;45.1;;;201.4;1.3;87.3;73.5;70.8;13.8;112.9;36.5;22.1;54.3;39.99;32.99;;;;;39.99;32.99;0.5977011494252873;0.39655172413793105;0.3243933588761175;1.2860791826309068;4.1;659.158944665073;0.19432499440816314;0.2218935377267844
01.01.2021;08211;Baden-Baden, kreisfreie Stadt;22184.0;11915.0;148.0;356.0;682.0;268.0;6.0;35559.0;2021;0.010011530133018363;Baden-Baden, kreisfreie Stadt;55527.0;0.6;5.0;464.0;361.0;310.0;103.0;;535.0;;;331.0;;;;516.0;;;;3.7;0.6;4.0;388.0;301.0;258.0;87.0;;434.0;277.0;422.0;37.8;0.2;7.6;5.6;4.9;2.0;30.0;11.5;5.8;12.7;;;47.9;0.2;10.9;7.8;6.9;3.1;36.8;14.2;7.4;15.2;38.6;31.81;;;;;38.6;31.81;0.7936507936507937;0.20105820105820107;0.12962962962962965;1.2671957671957672;3.7;640.3911610567832;0.16933598213814807;0.2722174364023136
01.01.2021;08212;Karlsruhe, kreisfreie Stadt;90295.0;45183.0;1200.0;1412.0;2607.0;1212.0;40.0;141949.0;2021;0.009947234570162522;Karlsruhe, kreisfreie Stadt;306502.0;4.2;6.0;;;;407.0;;;;;;;;;;;;;4.4;4.2;5.0;;;;344.0;;;;;219.9;0.2;32.4;24.4;18.4;8.0;187.2;65.6;45.8;75.8;;;290.9;0.3;46.7;34.7;25.7;12.0;243.9;87.3;58.9;97.6;42.76;34.91;;;;;42.76;34.91;0.8512960436562073;0.14733969986357434;0.0836743974533879;1.3228740336516598;4.4;463.1258523598541;0.27231192363695195;0.19627891926872673
